decisionGeneration;totalSimulationHours;animalType;animalId;fitness;hp;hunger;thirst;hungerWeight;thirstWeight;fearWeight;hideSeekingWeight;riskTolerance;explorationWeight;speed;maxStamina;currentStamina;sightRange;tempResist;hungerDecreasingSpeed;thirstDecreasingSpeed;breedingCooldownMultiplyer;fertility;swimAbility;eatNeed;fatSave;childrenCount;timeAliveInGeneration;timeSpentHiding;timesEnteredShelter;predatorEncounters;totalFoodForPrey;totalFoodForPredator
96;99,7908;Prey;83;100,7199;100,0000;0,9568;0,7194;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,7167;0,0000;0;0;331;36
97;100,8700;Prey;83;100,9576;100,0000;0,9041;0,6908;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,4901;0,0000;0;0;330;35
98;101,9460;Prey;83;100,9340;100,0000;0,8508;0,6623;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,4496;0,0000;0;0;329;35
99;103,0512;Prey;83;101,0995;100,0000;0,8007;0,6330;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,8148;0,0000;0;0;326;34
100;104,0620;Prey;9;279,9535;100,0000;0,8965;0,0253;0,0000;0,0000;0,0899;0,5063;0,1459;0,7656;4,1672;1,3651;1,3651;7;2,3777;0,6630;0,5769;1,1055;6,0000;0,4883;0,3568;0,5842;6;12,6354;0,0000;0;0;325;38
101;105,1602;Prey;83;100,6688;100,0000;0,6991;0,5772;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,7277;0,0000;0;0;323;36
102;106,1845;Prey;83;100,5573;100,0000;0,6450;0,5500;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,8029;0,0000;0;0;322;36
103;107,1858;Prey;83;100,7037;100,0000;0,5922;0,5235;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,5159;0,0000;0;0;322;35
104;108,2985;Prey;83;101,0283;100,0000;0,5352;0,4940;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,9091;0,0000;0;0;322;34
105;109,3169;Prey;83;100,8701;100,0000;0,4824;0,4671;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,7301;0,0000;0;0;320;34
106;110,3953;Prey;83;100,9451;100,0000;0,4243;0,4385;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,4802;0,0000;0;0;320;34
107;111,4049;Prey;83;101,0337;100,0000;0,3708;0,4118;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,6200;0,0000;0;0;319;33
108;112,5210;Prey;50;244,7002;100,0000;0,4453;0,7592;0,2711;0,4273;0,0826;0,4783;0,0041;0,6274;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;5;13,9510;0,0000;0;0;319;38
109;113,5993;Prey;83;100,2304;100,0000;0,2580;0,9860;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,4790;0,0000;0;0;318;38
110;114,6816;Prey;83;100,3718;100,0000;0,1998;0,9573;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,5293;0,0000;0;0;317;37
111;115,7150;Prey;83;100,4736;100,0000;0,1404;0,9299;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,9165;0,0000;0;0;317;36
112;116,7541;Prey;83;101,0084;100,0000;0,0775;0,9024;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,9896;0,0000;0;0;316;33
113;117,7886;Prey;83;100,9818;100,0000;0,9846;0,8750;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,9314;0,0000;0;0;315;33
114;118,8518;Prey;83;100,9969;100,0000;0,9215;0,8469;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,2903;0,0000;0;0;314;33
115;119,9252;Prey;83;101,1490;100,0000;0,8643;0,8184;0,0000;0,0000;0,0000;0,6047;0,0143;0,5235;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;13,4164;0,0000;0;0;311;32
116;121,0009;Prey;67;101,3447;100,0000;0,6633;0,6593;0,0000;0,0000;0,0511;0,3251;0,0210;0,4617;2,3952;1,5066;1,5066;7;6,3117;0,5654;0,6771;0,9951;6,7752;0,5586;0,3714;0,6119;0;13,4475;0,0000;0;0;352;31
117;122,0219;Prey;67;101,2761;100,0000;0,6075;0,6305;0,0000;0,0000;0,0511;0,3251;0,0210;0,4617;2,3952;1,5066;1,5066;7;6,3117;0,5654;0,6771;0,9951;6,7752;0,5586;0,3714;0,6119;0;12,7613;0,0000;0;0;351;30
118;123,0898;Prey;67;101,3349;100,0000;0,5517;0,6004;0,0000;0,0000;0,0511;0,3251;0,0210;0,4617;2,3952;1,5066;1,5066;7;6,3117;0,5654;0,6771;0,9951;6,7752;0,5586;0,3714;0,6119;0;13,3489;0,0000;0;0;350;30
119;124,1351;Prey;50;101,3067;100,0000;0,5271;0,3323;0,0000;0,0000;0,0080;0,2869;0,1357;0,4607;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;0;13,0673;0,0000;0;0;349;30
120;125,1922;Prey;50;101,3213;100,0000;0,4592;0,2934;0,0000;0,0000;0,0080;0,2869;0,1357;0,4607;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;0;13,2130;0,0000;0;0;348;29
121;126,2085;Prey;50;101,2704;100,0000;0,3964;0,2561;0,0000;0,0000;0,0080;0,2869;0,1357;0,4607;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;0;12,7045;0,0000;0;0;347;28
122;127,2304;Prey;50;101,2773;100,0000;0,3328;0,2185;0,0000;0,0000;0,0080;0,2869;0,1357;0,4607;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;0;12,7730;0,0000;0;0;347;28
123;128,2658;Prey;50;101,2942;100,0000;0,2663;0,1805;0,0000;0,0000;0,0080;0,2869;0,1357;0,4607;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;0;12,9421;0,0000;0;0;344;27
124;129,3216;Prey;50;101,3198;100,0000;0,1989;0,1416;0,0000;0,0000;0,0080;0,2869;0,1357;0,4607;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;0;13,1977;0,0000;0;0;343;27
125;130,3264;Prey;76;280,2083;100,0000;0,5060;0,1959;0,0000;0,0000;0,0000;0,3726;0,2667;0,5541;3,9541;1,3799;1,3799;9;2,6532;0,6043;0,5774;1,1072;5,7575;0,4379;0,3223;0,6081;6;12,5600;0,0000;0;0;341;39
126;131,3274;Prey;83;100,6957;100,0000;0,9082;0,5164;0,0000;0,0000;0,3574;0,2665;0,1370;0,2872;4,7409;0,9228;0,9228;12;2,8835;0,7422;0,6357;0,8065;5,9426;0,2521;0,3044;0,5513;0;12,5108;0,0000;0;0;340;37
127;132,3277;Prey;75;288,4752;79,4031;0,5618;0,9448;0,0000;0,2370;0,0200;0,3488;0,0000;0,7249;4,0916;1,3777;1,3777;6;2,6511;0,6121;0,6037;0,7198;6,9404;0,3951;0,4214;0,6379;7;12,5031;0,0000;0;0;340;44
128;133,3279;Prey;123;99,9294;100,0000;0,8518;0,9459;0,0022;0,0000;0,0219;0,4811;0,2835;0,4889;4,0193;1,3649;1,3649;5;4,4283;0,5000;0,5446;0,5143;5,8326;0,4360;0,3275;0,5752;0;12,5044;0,0000;0;0;339;42
129;134,3944;Prey;123;100,0107;100,0000;0,8175;0,9196;0,0022;0,0000;0,0219;0,4811;0,2835;0,4889;4,0193;1,3649;1,3649;5;4,4283;0,5000;0,5446;0,5143;5,8326;0,4360;0,3275;0,5752;0;13,3287;0,0000;0;0;339;42
130;135,4141;Prey;123;99,9352;100,0000;0,7874;0,8928;0,0022;0,0000;0,0219;0,4811;0,2835;0,4889;4,0193;1,3649;1,3649;5;4,4283;0,5000;0,5446;0,5143;5,8326;0,4360;0,3275;0,5752;0;12,7458;0,0000;0;0;338;42
131;136,4624;Prey;130;99,9489;100,0000;0,8538;0,8298;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,1040;0,0000;0;0;336;42
132;137,5207;Prey;130;100,0942;100,0000;0,8227;0,7958;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,2295;0,0000;0;0;336;41
133;138,5439;Prey;130;100,1727;100,0000;0,7927;0,7650;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,7897;0,0000;0;0;335;40
134;139,5495;Prey;130;100,1168;100,0000;0,7632;0,7315;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,5708;0,0000;0;0;333;40
135;140,6150;Prey;130;100,1745;100,0000;0,9947;0,6994;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,3185;0,0000;0;0;332;40
136;141,6340;Prey;130;100,0823;100,0000;0,9609;0,6746;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,7370;0,0000;0;0;330;40
137;142,6992;Prey;130;100,2493;100,0000;0,9162;0,6487;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,3158;0,0000;0;0;328;39
138;143,7311;Prey;130;100,1378;100,0000;0,8752;0,6237;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,8985;0,0000;0;0;324;39
139;144,8607;Prey;86;306,5465;100,0000;0,9487;0,9380;0,0000;1,0000;0,0476;0,4542;0,1920;0,4033;4,9530;2,3419;2,3419;4;3,4824;0,5000;0,6374;1,1861;7,4217;0,2769;0,2392;0,6556;7;14,1195;0,0000;0;0;359;52
140;145,8721;Prey;130;99,1565;100,0000;0,7738;0,5716;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6423;0,0000;0;0;359;52
141;146,9463;Prey;130;99,2351;100,0000;0,7411;0,5405;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,4282;0,0000;0;0;359;52
142;148,0104;Prey;130;99,3144;100,0000;0,6965;0,5146;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,3004;0,0000;0;0;359;51
143;149,0848;Prey;130;99,3007;100,0000;0,6441;0,4885;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,4304;0,0000;0;0;357;51
144;150,0856;Prey;130;99,2632;100,0000;0,5937;0,4642;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,5104;0,0000;0;0;354;50
145;151,1010;Prey;130;99,2677;100,0000;0,5384;0,4395;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6917;0,0000;0;0;353;50
146;152,1368;Prey;117;99,4826;100,0000;0,9871;0,3954;0,0813;0,0000;0,0180;0,3655;0,0000;0,5159;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,9487;0,0000;0;0;352;50
147;153,1725;Prey;117;99,3244;100,0000;0,8875;0,3660;0,0813;0,0000;0,0180;0,3655;0,0000;0,5159;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,9457;0,0000;0;0;349;50
148;154,1796;Prey;130;99,1757;100,0000;0,4426;0,3527;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,5883;0,0000;0;0;347;50
149;155,2281;Prey;130;99,2962;100,0000;0,4097;0,9772;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,1069;0,0000;0;0;345;49
150;156,2583;Prey;130;99,2455;100,0000;0,3736;0,9521;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,8782;0,0000;0;0;343;49
151;157,3069;Prey;130;99,2267;100,0000;0,9891;0,9266;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,1065;0,0000;0;0;340;49
152;158,3587;Prey;130;99,3293;100,0000;0,9355;0,9011;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,1483;0,0000;0;0;340;48
153;159,4359;Prey;130;99,3326;100,0000;0,8788;0,8749;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,4651;0,0000;0;0;338;48
154;160,4963;Prey;50;245,0386;98,9619;0,3552;0,6752;0,0000;0,0000;0,0160;0,3012;0,2015;0,4190;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;5;13,2550;0,0000;0;0;336;52
155;161,5350;Prey;130;98,9623;100,0000;0,7516;0,8239;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,9830;0,0000;0;0;335;51
156;162,5938;Prey;130;98,9742;100,0000;0,6779;0,7981;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,2353;0,0000;0;0;334;51
157;163,6568;Prey;130;98,9528;100,0000;0,6206;0,7723;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,2881;0,0000;0;0;332;51
158;164,6678;Prey;130;98,8610;100,0000;0,5581;0,7477;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6371;0,0000;0;0;330;51
159;165,7511;Prey;130;98,9514;100,0000;0,4914;0,7214;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,5409;0,0000;0;0;330;51
160;166,8461;Prey;130;98,9393;100,0000;0,4315;0,6948;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,6868;0,0000;0;0;328;51
161;167,8663;Prey;130;98,8326;100,0000;0,3914;0,6700;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,7535;0,0000;0;0;327;51
162;168,9789;Prey;130;99,9534;100,0000;0,9640;0,6429;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,9062;0,0000;0;0;355;45
163;170,0034;Prey;107;217,7922;88,2441;0,0000;0,3532;0,3280;1,0000;0,0003;0,4672;0,1625;0,4650;4,2926;1,6751;1,6751;6;2,4655;0,7519;0,8822;0,7906;4,5969;0,5145;0,3265;0,8327;5;12,8061;0,0000;0;0;353;51
164;171,1182;Prey;130;99,2578;100,0000;0,8962;0,5891;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,9351;0,0000;0;0;350;51
165;172,1183;Prey;130;99,0877;100,0000;0,8662;0,5627;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,5013;0,0000;0;0;348;51
166;173,1778;Prey;130;99,1485;100,0000;0,8142;0,5369;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,2428;0,0000;0;0;347;51
167;174,1855;Prey;130;99,0705;100,0000;0,7606;0,5124;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,5964;0,0000;0;0;346;51
168;175,2581;Prey;130;99,1516;100,0000;0,6877;0,4864;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,4077;0,0000;0;0;346;51
169;176,3097;Prey;130;99,1253;100,0000;0,6161;0,4608;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,1443;0,0000;0;0;346;51
170;177,3381;Prey;130;99,0831;100,0000;0,5472;0,4358;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,8561;0,0000;0;0;345;51
171;178,3747;Prey;130;99,0398;100,0000;0,4764;0,4106;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,9570;0,0000;0;0;341;51
172;179,4191;Prey;130;99,0590;100,0000;0,4141;0,3852;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,0550;0,0000;0;0;335;50
173;180,4954;Prey;130;99,0580;100,0000;0,3486;0,3591;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;13,4536;0,0000;0;0;332;50
174;181,5104;Prey;130;98,9541;100,0000;0,2828;0,3344;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6876;0,0000;0;0;330;50
175;182,5108;Prey;75;287,0285;79,4031;0,4967;0,9743;0,0000;0,0000;0,0210;0,3584;0,0000;0,3528;4,0916;1,3777;1,3777;6;2,6511;0,6121;0,6037;0,7198;6,9404;0,3951;0,4214;0,6379;7;12,5024;0,0000;0;0;325;57
176;183,5446;Prey;130;98,3301;100,0000;0,9289;0,9925;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,9201;0,0000;0;0;322;57
177;184,5544;Prey;117;98,5183;100,0000;0,4274;0,9954;0,0000;1,0000;0,0162;0,3225;0,0995;0,5429;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,6229;0,0000;0;0;321;57
178;185,5550;Prey;130;98,2649;100,0000;0,8242;0,9437;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,5072;0,0000;0;0;320;57
179;186,5668;Prey;130;98,2670;100,0000;0,7608;0,9191;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6476;0,0000;0;0;319;57
180;187,5934;Prey;130;98,2496;100,0000;0,7008;0,8941;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,8320;0,0000;0;0;316;57
181;188,6015;Prey;86;298,1837;100,0000;0,9180;0,6631;0,3044;1,0000;0,0577;0,3097;0,1482;0,4324;4,9530;2,3419;2,3419;4;3,4824;0,5000;0,6374;1,1861;7,4217;0,2769;0,2392;0,6556;7;12,6017;0,0000;0;0;314;64
182;189,6111;Prey;130;97,7731;100,0000;0,5936;0,8451;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6206;0,0000;0;0;312;64
183;190,6483;Prey;130;97,7969;100,0000;0,5402;0,8199;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,9644;0,0000;0;0;311;64
184;191,6612;Prey;130;97,7347;100,0000;0,4939;0,7953;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,6619;0,0000;0;0;308;64
185;192,6816;Prey;130;98,0417;100,0000;0,4493;0,7705;0,0000;0,0000;0,0250;0,5805;0,2532;0,4737;2,0000;1,3615;1,3615;7;4,5998;0,5000;0,5833;0,8845;7,0974;0,4009;0,3662;0,5867;0;12,7539;0,0000;0;0;336;64
186;193,7582;Prey;115;300,1329;100,0000;0,4376;0,7373;0,0000;0,2158;0,0015;0,5450;0,2205;0,5436;2,6078;2,1989;2,1989;8;4,6414;0,8609;0,6763;1,1393;6,6416;0,5017;0,3470;0,5731;7;13,4581;0,0000;0;0;332;71
187;194,8012;Prey;117;98,0552;100,0000;0,5481;0,7044;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,0370;0,0000;0;0;330;71
188;195,8550;Prey;124;306,0182;100,0000;0,6906;0,7264;0,0000;0,0000;0,0303;0,2970;0,1350;0,4682;2,8550;1,3787;1,3787;8;3,3148;0,6603;0,5687;0,7971;6,9469;0,4057;0,4444;0,6598;7;13,1723;0,0000;0;0;326;78
189;196,8585;Prey;117;97,6827;100,0000;0,4186;0,6460;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,5433;0,0000;0;0;321;78
190;197,8918;Prey;117;97,6888;100,0000;0,3485;0,6166;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,9164;0,0000;0;0;317;78
191;198,9292;Prey;117;97,6785;100,0000;0,2778;0,5872;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,9685;0,0000;0;0;315;78
192;199,9536;Prey;126;306,3745;100,0000;0,2797;0,5530;0,0000;0,0000;0,0543;0,2982;0,1219;0,3618;3,9544;1,3690;1,3690;5;3,6812;0,5463;0,6033;0,8738;6,8911;0,3930;0,4359;0,6158;7;12,8038;0,0000;0;0;313;91
193;200,9784;Prey;117;97,2792;100,0000;0,8826;0,5290;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,8108;0,0000;0;0;310;91
