decisionGeneration;totalSimulationHours;animalType;animalId;fitness;hp;hunger;thirst;hungerWeight;thirstWeight;fearWeight;hideSeekingWeight;riskTolerance;explorationWeight;speed;maxStamina;currentStamina;sightRange;tempResist;hungerDecreasingSpeed;thirstDecreasingSpeed;breedingCooldownMultiplyer;fertility;swimAbility;eatNeed;fatSave;childrenCount;timeAliveInGeneration;timeSpentHiding;timesEnteredShelter;predatorEncounters;totalFoodForPrey;totalFoodForPredator
194;202,0492;Prey;82;260,6213;96,7615;0,5292;0,9289;0,6704;0,6441;0,0070;0,4438;0,1998;0,4137;2,0211;3,1045;3,1045;10;2,8974;0,5591;0,6205;0,8866;6,3770;0,4156;0,3988;0,6005;6;13,3847;0,0000;0;0;309;97
195;203,0888;Prey;117;97,1447;100,0000;0,6927;0,4690;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,9953;0,0000;0;0;306;97
196;204,1545;Prey;117;97,1524;100,0000;0,5847;0,4388;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,3218;0,0000;0;0;302;97
197;205,1545;Prey;117;97,0453;100,0000;0,4820;0,4104;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,5016;0,0000;0;0;298;97
198;206,1793;Prey;117;97,0635;100,0000;0,3643;0,3813;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,8084;0,0000;0;0;296;97
199;207,2502;Prey;107;210,3033;75,7678;0,6969;0,6980;0,6033;0,8437;0,0296;0,0000;0,2280;0,2730;4,2926;1,6751;1,6751;6;2,4655;0,7519;0,8822;0,7906;4,5969;0,5145;0,3265;0,8327;5;13,3868;0,0000;0;0;294;102
200;208,2580;Prey;50;238,6366;98,9619;0,7636;0,6096;0,2177;0,0000;0,0320;0,4207;0,1109;0,2429;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;5;12,5977;0,0000;0;0;290;107
201;209,2750;Prey;117;96,8467;100,0000;0,8114;0,2934;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,7120;0,0000;0;0;290;107
202;210,3052;Prey;117;96,8406;100,0000;0,7048;0,2641;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,8775;0,0000;0;0;286;107
203;211,3647;Prey;117;96,8602;100,0000;0,5878;0,2340;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,2438;0,0000;0;0;283;107
204;212,4192;Prey;117;96,8369;100,0000;0,4673;0,2041;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,1811;0,0000;0;0;280;107
205;213,4605;Prey;68;182,6048;16,4682;0,6819;0,9065;1,0000;0,7022;0,0056;0,2161;0,1429;0,4566;2,5605;1,1274;1,1274;6;1,5915;1,0656;0,6754;0,6146;6,4292;0,5715;0,3356;0,5153;6;13,0165;0,0000;0;0;276;113
206;214,5182;Prey;117;96,7081;100,0000;0,2249;0,1445;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,2203;0,0000;0;0;271;113
207;215,5837;Prey;117;96,7019;100,0000;0,9086;0,1142;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,3194;0,0000;0;0;268;113
208;216,5836;Prey;117;96,7008;100,0000;0,8011;0,9876;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,5023;0,0000;0;0;283;113
209;217,5837;Prey;117;96,6903;100,0000;0,6888;0,9592;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,5049;0,0000;0;0;281;113
210;218,5838;Prey;117;96,6470;100,0000;0,5819;0,9308;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,5020;0,0000;0;0;273;113
211;219,6097;Prey;117;96,6631;100,0000;0,4978;0,9017;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,8236;0,0000;0;0;270;113
212;220,6356;Prey;117;96,6201;100,0000;0,3989;0,8725;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,8234;0,0000;0;0;262;113
213;221,6432;Prey;146;301,1499;100,0000;0,8971;0,8101;0,5975;0,2285;0,9664;0,4360;0,4558;0,0312;4,9867;1,7113;1,7113;7;2,2179;0,6200;0,8106;0,6137;7,1516;0,4997;0,3020;0,5454;7;12,5948;0,0000;0;0;259;120
214;222,6649;Prey;117;96,4923;100,0000;0,9438;0,8149;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,7706;0,0000;0;0;254;120
215;223,6776;Prey;117;96,4558;100,0000;0,8401;0,7861;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,6586;0,0000;0;0;249;120
216;224,7094;Prey;117;96,4392;100,0000;0,7472;0,7568;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,8973;0,0000;0;0;241;120
217;225,7271;Prey;117;96,4064;100,0000;0,6578;0,7279;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,7208;0,0000;0;0;238;120
218;226,7806;Prey;75;275,4262;79,4031;0,8458;0,6201;0,6867;0,8985;0,1411;0,2328;0,0576;0,3625;4,0916;1,3777;1,3777;6;2,6511;0,6121;0,6037;0,7198;6,9404;0,3951;0,4214;0,6379;7;13,1690;0,0000;0;0;234;127
219;227,8271;Prey;147;333,9308;100,0000;0,8129;0,2929;0,0000;0,0000;0,0040;0,4018;0,0000;0,2013;2,5280;1,7382;1,7382;6;6,5123;0,5107;0,6112;1,0829;7,8434;0,5484;0,3375;0,6480;8;13,0810;0,0000;0;0;228;135
220;228,9118;Prey;117;96,3010;100,0000;0,3242;0,6375;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,5590;0,0000;0;0;224;134
221;229,9496;Prey;117;96,2317;100,0000;0,2276;0,6080;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;12,9727;0,0000;0;0;220;133
222;230,9966;Prey;117;96,2113;100,0000;0,9206;0,5783;0,0000;0,0000;0,0000;0,2898;0,1297;0,6181;2,4435;0,6634;0,6634;12;3,2458;0,9149;0,6815;1,2142;5,2654;0,5525;0,3909;0,5376;0;13,0882;0,0000;0;0;213;133
223;232,0056;Prey;235;97,7049;100,0000;0,6907;0,8376;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,6114;0,0000;0;0;207;133
224;233,0347;Prey;144;318,1746;87,2584;0,4226;0,3784;0,4742;0,0201;0,0000;0,3949;0,1237;0,5043;4,3731;1,3932;1,3932;6;3,4817;0,5007;0,8023;1,0960;7,5010;0,5550;0,2928;0,6669;8;12,8643;0,0000;0;0;204;148
225;234,0856;Prey;235;97,6624;100,0000;0,5764;0,7774;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;13,1356;0,0000;0;0;197;148
226;235,1105;Prey;235;97,6243;100,0000;0,5162;0,7477;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8111;0,0000;0;0;195;148
227;236,1861;Prey;235;97,6763;100,0000;0,9945;0,7165;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;13,4449;0,0000;0;0;191;148
228;237,2386;Prey;235;97,6389;100,0000;0,9359;0,6860;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;13,1567;0,0000;0;0;188;148
229;238,2534;Prey;235;97,5833;100,0000;0,8846;0,6566;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,6857;0,0000;0;0;185;148
230;239,3257;Prey;115;294,2439;100,0000;0,8521;0,9596;0,0000;0,4950;0,3722;0,3298;0,3983;0,4186;2,6078;2,1989;2,1989;8;4,6414;0,8609;0,6763;1,1393;6,6416;0,5017;0,3470;0,5731;7;13,4026;0,0000;0;0;183;155
231;240,3523;Prey;235;97,5579;100,0000;0,7709;0,9900;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8324;0,0000;0;0;179;155
232;241,3578;Prey;126;304,4771;100,0000;0,3545;0,3634;0,0000;0,0000;0,0543;0,2982;0,1219;0,3618;3,9544;1,3690;1,3690;5;3,6812;0,5463;0,6033;0,8738;6,8911;0,3930;0,4359;0,6158;7;12,5697;0,0000;0;0;211;226
233;242,5519;Prey;156;194,9715;91,0985;1,0000;0,8485;1,0000;0,1683;0,0559;0,4310;0,0452;0,5377;3,3585;1,7160;1,7160;6;1,5916;1,0946;0,6553;0,8381;4,4475;0,5847;0,3213;0,5925;4;14,9263;0,0000;0;0;205;230
234;243,6459;Prey;159;298,0289;100,0000;0,3168;0,8908;0,0624;0,6222;0,0805;0,3221;0,1503;0,5183;5,5779;1,1924;1,1924;6;2,0990;1,0345;0,6066;0,7078;6,9753;0,5840;0,3091;0,5541;7;13,6749;0,0000;0;0;196;243
235;244,6461;Prey;107;208,0889;75,7678;0,5198;0,7754;1,0000;0,0000;0,1017;0,3854;0,0579;0,5156;4,2926;1,6751;1,6751;6;2,4655;0,7519;0,8822;0,7906;4,5969;0,5145;0,3265;0,8327;5;12,5039;0,0000;0;0;171;248
236;245,6463;Prey;269;98,4026;100,0000;0,9375;0,9659;0,0000;0,5636;0,0705;0,2985;0,1286;0,6355;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5056;0,0000;0;0;162;248
237;246,6468;Prey;269;98,0905;100,0000;0,8942;0,9389;0,0000;0,5636;0,0705;0,2985;0,1286;0,6355;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5023;0,0000;0;0;155;248
238;247,6703;Prey;269;97,8052;100,0000;0,8504;0,9113;0,0000;0,5636;0,0705;0,2985;0,1286;0,6355;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,7946;0,0000;0;0;152;248
239;248,6875;Prey;269;97,4783;100,0000;0,8007;0,8838;0,0000;0,5636;0,0705;0,2985;0,1286;0,6355;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,7148;0,0000;0;0;143;248
240;249,7046;Prey;235;97,2923;100,0000;0,9386;0,7191;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,7140;0,0000;0;0;137;248
241;250,7147;Prey;235;97,2767;100,0000;0,9066;0,6898;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,6262;0,0000;0;0;133;248
242;251,7290;Prey;235;97,2735;100,0000;0,8756;0,6604;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,6790;0,0000;0;0;128;248
243;252,7571;Prey;235;97,2806;100,0000;0,8426;0,6306;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8514;0,0000;0;0;122;248
244;253,7744;Prey;235;97,2552;100,0000;0,8105;0,6012;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,7171;0,0000;0;0;115;248
245;254,7987;Prey;235;97,2520;100,0000;0,7781;0,5715;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8035;0,0000;0;0;108;248
246;255,8254;Prey;235;97,2516;100,0000;0,7464;0,5416;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8340;0,0000;0;0;106;248
247;256,8554;Prey;50;235,8463;98,9619;0,4504;0,9879;0,0000;0,6686;0,2315;0,4150;0,0539;0,4624;4,1661;1,9593;1,9593;6;2,4005;0,7571;0,8822;0,7403;4,5801;0,3348;0,3169;0,8167;5;12,8739;0,0000;0;0;101;253
248;257,8615;Prey;82;249,5461;96,7615;0,2355;0,7992;1,0000;0,0694;0,0249;0,5205;0,0464;0,5209;2,0211;3,1045;3,1045;10;2,8974;0,5591;0,6205;0,8866;6,3770;0,4156;0,3988;0,6005;6;12,5760;0,0000;0;0;94;259
249;258,9054;Prey;235;97,2265;100,0000;0,6555;0,4479;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;13,0490;0,0000;0;0;82;259
250;259,9305;Prey;235;97,1818;100,0000;0,6149;0,4182;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8133;0,0000;0;0;69;259
251;260,9863;Prey;235;97,2072;100,0000;0,5761;0,3876;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;13,1976;0,0000;0;0;61;259
252;262,0277;Prey;235;97,1761;100,0000;0,5364;0,3574;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;13,0172;0,0000;0;0;53;259
253;263,0281;Prey;235;97,1149;100,0000;0,4818;0,3284;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,5027;0,0000;0;0;47;259
254;264,0286;Prey;235;97,1088;100,0000;0,4335;0,2995;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,5006;0,0000;0;0;42;251
255;265,0288;Prey;235;97,1125;100,0000;0,3847;0,2705;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,5041;0,0000;0;0;44;251
256;266,0583;Prey;235;97,1386;100,0000;0,3330;0,9932;0,0000;0,0000;0,0000;0,3489;0,1197;0,4325;2,1457;0,7998;0,7998;5;3,4625;0,5266;0,6953;1,3166;7,0670;0,3540;0,4150;0,6797;0;12,8657;0,0000;0;0;38;251
257;267,1935;Prey;211;258,5491;98,4467;0,5915;0,6639;0,0000;1,0000;0,1126;0,3087;0,2987;0,4741;4,6486;1,8079;1,8079;6;2,4701;0,8176;0,9035;0,8799;5,5701;0,3892;0,3548;0,6739;6;14,1891;0,0000;0;0;33;261
258;268,2071;Prey;75;282,3107;79,4031;0,0840;0,2875;0,0000;0,0000;0,0070;0,2929;0,2262;0,5047;4,0916;1,3777;1,3777;6;2,6511;0,6121;0,6037;0,7198;6,9404;0,3951;0,4214;0,6379;7;12,6698;0,0000;0;0;27;308
259;269,2575;Prey;147;310,0705;87,5410;0,3224;0,9297;0,8417;1,0000;0,0367;0,0000;0,0789;0,4008;2,5280;1,7382;1,7382;6;6,5123;0,5107;0,6112;1,0829;7,8434;0,5484;0,3375;0,6480;8;13,1311;0,0000;0;0;21;347
260;270,2805;Prey;185;302,4644;100,0000;0,1979;0,3526;0,0000;0,0000;0,0000;0,4626;0,0172;0,5336;2,5887;1,3784;1,3784;7;4,7673;0,6417;0,5973;1,0759;7,3025;0,5278;0,5306;0,6100;7;12,7869;0,0000;0;0;13;372
261;271,3887;Prey;182;304,4243;100,0000;0,2970;0,3866;0,0000;0,0000;0,0307;0,9905;0,1124;0,2084;2,7563;1,2672;1,2672;7;3,7219;0,5502;0,5723;0,9587;7,4076;0,3809;0,4742;0,6312;7;13,8532;0,0000;0;0;6;392
262;272,3887;Prey;269;98,6160;100,0000;0,4896;0,9810;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5008;0,0000;0;0;2;389
263;273,3904;Prey;269;98,6181;100,0000;0,4495;0,9539;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5217;0,0000;0;0;2;384
264;274,3916;Prey;269;98,6165;100,0000;0,4176;0,9269;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5052;0,0000;0;0;2;379
265;275,3929;Prey;269;98,6178;100,0000;0,3856;0,8997;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5185;0,0000;0;0;2;378
266;276,3932;Prey;269;98,6161;100,0000;0,3504;0,8727;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5015;0,0000;0;0;2;376
267;277,3950;Prey;269;98,6178;100,0000;0,3203;0,8457;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5185;0,0000;0;0;2;369
268;278,3948;Prey;269;98,6166;100,0000;0,2909;0,8187;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5060;0,0000;0;0;2;361
269;279,3950;Prey;269;98,6161;100,0000;0,2658;0,7883;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5002;0,0000;0;0;2;347
270;280,3949;Prey;269;98,6165;100,0000;0,2408;0,7570;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5034;0,0000;0;0;2;333
271;281,3951;Prey;269;98,6168;100,0000;0,2157;0,7255;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5060;0,0000;0;0;2;315
272;282,3951;Prey;269;98,6163;100,0000;0,1863;0,6974;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5003;0,0000;0;0;2;305
273;283,3965;Prey;269;98,6179;100,0000;0,1531;0,6704;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5148;0,0000;0;0;2;287
274;284,3971;Prey;269;98,6174;100,0000;0,1098;0,6434;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5090;0,0000;0;0;2;265
275;285,3980;Prey;126;273,5729;74,7316;0,0000;0,6427;0,0406;0,6058;0,0282;0,5045;0,1348;0,3111;3,9544;1,3690;1,3690;5;3,6812;0,5463;0,6033;0,8738;6,8911;0,3930;0,4359;0,6158;7;12,5108;0,0000;0;0;2;253
276;286,4000;Prey;269;98,6195;100,0000;0,0406;0,5893;0,0000;0,0000;0,0000;0,4700;0,0000;0,3246;3,1677;0,5000;0,5000;15;3,7885;0,5271;0,6477;0,8654;6,8163;0,4245;0,3830;0,5668;0;12,5273;0,0000;0;0;2;234
