decisionGeneration;totalSimulationHours;animalType;animalId;fitness;hp;hunger;thirst;hungerWeight;thirstWeight;aggressionWeight;timeFollowingWeight;speed;maxStamina;currentStamina;sightRange;tempResist;hungerDecreasingSpeed;thirstDecreasingSpeed;breedingCooldownMultiplyer;fertility;swimAbility;eatNeed;fatSave;childrenCount;timeAliveInGeneration;successfulHunts;abandonedChases;timeSpentFollowing;totalFoodForPrey;totalFoodForPredator
119;124,1351;Predator;24;94,8968;100,0000;0,6127;0,6930;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;13,0673;0;0;0,0000;349;30
120;125,1922;Predator;24;93,7657;100,0000;0,5420;0,6548;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;13,2130;0;0;0,0000;348;29
121;126,2085;Predator;24;92,6107;100,0000;0,4746;0,6181;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,7045;0;0;0,0000;347;28
122;127,2304;Predator;25;92,3803;100,0000;0,1507;0,5820;0,0870;0,5925;0,1434;0,7874;4,7688;2,0092;2,0092;10;1,4828;0,9316;0,8647;0,4354;2,5686;0,4727;0,3346;0,6929;0;12,7730;0;0;0,0000;347;28
123;128,2658;Predator;24;91,3634;100,0000;0,3517;0,5439;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,9421;0;0;0,0000;344;27
124;129,3216;Predator;24;90,6698;100,0000;0,2965;0,5058;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;13,1977;0;0;0,0000;343;27
125;130,3264;Predator;24;91,4547;100,0000;0,2477;0,4695;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,5600;0;0;0,0000;341;39
126;131,3274;Predator;24;90,8170;100,0000;0,1991;0,4334;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,5108;0;0;0,0000;340;37
127;132,3277;Predator;24;90,0984;100,0000;0,1440;0,3973;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,5031;0;0;0,0000;340;44
128;133,3279;Predator;24;89,3689;100,0000;0,0880;0,3612;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,5044;0;0;0,0000;339;42
129;134,3944;Predator;24;88,7839;100,0000;0,0368;0,3227;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;13,3287;0;0;0,0000;339;42
130;135,4141;Predator;24;83,1021;94,8568;0,0000;0,2859;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;12,7458;0;0;0,0000;338;42
131;136,4624;Predator;24;70,0307;81,7528;0,0000;0,2481;0,8646;0,0043;0,1287;0,7909;3,6472;1,4238;1,4238;7;0,2385;0,5733;0,8662;0,7840;2,5756;0,5867;0,4233;0,6705;0;13,1040;0;0;0,0000;336;42
132;137,5207;Predator;5;80,3943;69,4924;1,0000;0,4877;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;0,0000;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;13,2295;1;1;10,0556;336;41
133;138,5439;Predator;5;62,0401;69,4924;0,9402;0,4579;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,1158;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;12,7897;0;0;0,0000;335;40
134;139,5495;Predator;5;60,7837;69,4924;0,8862;0,4286;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;12,5708;0;0;0,0000;333;40
135;140,6150;Predator;5;59,5656;69,4924;0,8299;0,3976;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;13,3185;0;0;0,0000;332;40
136;141,6340;Predator;5;58,2959;69,4924;0,7777;0,3679;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;12,7370;0;0;0,0000;330;40
137;142,6992;Predator;8;69,7131;44,8047;0,9499;0,9970;1,0000;0,1336;0,1973;0,8663;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,3158;1;0;2,2111;328;39
138;143,7311;Predator;5;55,7816;69,4924;0,6678;0,3069;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;12,8985;0;0;0,0000;324;39
139;144,8607;Predator;5;54,5356;69,4924;0,6083;0,2740;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;14,1195;0;0;0,0000;359;52
140;145,8721;Predator;5;63,6767;69,4924;0,5504;0,9768;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;12,6423;0;0;0,0000;359;52
141;146,9463;Predator;5;62,3766;69,4924;0,4886;0,9455;1,0000;0,7226;0,1191;0,6403;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;13,4282;0;0;0,0000;359;52
142;148,0104;Predator;0;71,2218;48,6695;0,9607;0,8959;0,5443;1,0000;0,1179;0,6140;3,3398;1,5546;0,7455;9;3,8768;0,7753;0,5838;0,7272;2,0000;0,4129;0,5028;0,6860;0;13,3004;1;0;4,5827;359;51
143;149,0848;Predator;5;61,4481;69,4924;0,3615;0,8833;0,7364;1,0000;0,1181;0,6746;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;13,4304;0;0;0,0000;357;51
144;150,0856;Predator;5;60,1377;69,4924;0,3040;0,8541;0,7364;1,0000;0,1181;0,6746;3,8899;1,7092;1,7092;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;0;12,5104;0;0;0,0000;354;50
145;151,1010;Predator;5;126,1004;69,4924;0,2375;0,8246;0,7364;1,0000;0,1181;0,6746;3,8899;1,7092;0,3445;6;3,0761;0,6997;0,6988;0,9110;2,0000;0,2062;0,3824;0,7737;2;12,6917;0;0;9,0984;353;50
146;152,1368;Predator;26;101,2143;100,0000;0,8985;0,9592;0,0000;0,0988;0,1181;0,6813;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;12,9487;0;0;0,0000;352;50
147;153,1725;Predator;26;101,1507;100,0000;0,8176;0,9272;0,0000;0,0988;0,1181;0,6813;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;12,9457;0;0;0,0000;349;50
148;154,1796;Predator;26;101,0533;100,0000;0,7367;0,8960;0,0000;0,0988;0,1181;0,6813;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;12,5883;0;0;0,0000;347;50
149;155,2281;Predator;27;101,3107;100,0000;0,9937;0,9082;0,0000;0,0000;0,1082;0,6727;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,1069;0;0;0,0000;345;49
150;156,2583;Predator;27;101,2878;100,0000;0,9195;0,8867;0,0000;0,0000;0,1082;0,6727;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;12,8782;0;0;0,0000;343;49
151;157,3069;Predator;27;101,3107;100,0000;0,8428;0,8649;0,0000;0,0000;0,1082;0,6727;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,1065;0;0;0,0000;340;49
152;158,3587;Predator;27;101,3148;100,0000;0,7650;0,8429;0,0000;0,0000;0,1082;0,6727;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,1483;0;0;0,0000;340;48
153;159,4359;Predator;27;101,3465;100,0000;0,6874;0,8205;0,0000;0,0000;0,1082;0,6727;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,4651;0;0;0,0000;338;48
154;160,4963;Predator;26;101,3255;100,0000;0,5662;0,7005;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;13,2550;0;0;0,0000;336;52
155;161,5350;Predator;26;101,2983;100,0000;0,4854;0,6684;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;12,9830;0;0;0,0000;335;51
156;162,5938;Predator;26;101,3235;100,0000;0,4021;0,6356;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;13,2353;0;0;0,0000;334;51
157;163,6568;Predator;26;101,3288;100,0000;0,3165;0,6027;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;13,2881;0;0;0,0000;332;51
158;164,6678;Predator;26;101,2637;100,0000;0,2381;0,5714;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;12,6371;0;0;0,0000;330;51
159;165,7511;Predator;26;101,3541;100,0000;0,1549;0,5379;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;13,5409;0;0;0,0000;330;51
160;166,8461;Predator;26;101,3687;100,0000;0,0717;0,5040;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;13,6868;0;0;0,0000;328;51
161;167,8663;Predator;26;100,1003;98,8249;0,0000;0,4724;0,0000;0,0000;0,1048;0,6885;3,9632;1,7522;1,7522;6;1,6186;0,9940;0,7428;0,9653;2,0491;0,2278;0,4142;1,0000;0;12,7535;0;0;0,0000;327;51
162;168,9789;Predator;27;101,3906;100,0000;0,0287;0,6217;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,9062;0;0;0,0000;355;45
163;170,0034;Predator;27;93,0770;91,7964;0,0000;1,0000;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;12,8061;0;0;0,0000;353;51
164;171,1182;Predator;27;79,2549;77,8614;0,0000;0,9768;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,9351;0;0;0,0000;350;51
165;172,1183;Predator;27;66,6102;65,3600;0,0000;0,9559;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;12,5013;0;0;0,0000;348;51
166;173,1778;Predator;27;53,4415;52,1172;0,0000;0,9339;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,2428;0;0;0,0000;347;51
167;174,1855;Predator;27;40,7805;39,5209;0,0000;0,9129;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;12,5964;0;0;0,0000;346;51
168;175,2581;Predator;27;27,4539;26,1132;0,0000;0,8905;0,0000;0,0000;0,1106;0,6763;3,8565;1,5925;1,5925;6;2,5063;0,8757;0,5000;1,0083;2,0177;0,1807;0,5149;1,0000;0;13,4077;0;0;0,0000;346;51
169;176,3097;Predator;8;18,6275;30,1073;0,1325;0,5313;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,1021;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,1443;0;1;10,7921;346;51
170;177,3381;Predator;8;18,3021;30,1073;0,0751;0,4950;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,0000;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,8561;0;1;10,6018;345;51
171;178,3747;Predator;8;18,0387;30,1073;0,0157;0,4583;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,1220;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,9570;0;1;10,3253;341;51
172;179,4191;Predator;8;38,4632;24,4842;0,9813;0,4214;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,2851;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,0550;1;1;5,6689;335;50
173;180,4954;Predator;8;19,8336;24,4842;0,9270;0,3833;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,6304;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,4536;0;0;0,0000;332;50
174;181,5104;Predator;8;19,4080;24,4842;0,8752;0,3474;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,6876;0;0;0,0000;330;50
175;182,5108;Predator;8;19,0456;24,4842;0,8225;0,3120;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,5024;0;0;0,0000;325;57
176;183,5446;Predator;8;25,5750;24,4842;0,7646;0,9793;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,9201;0;0;0,0000;322;57
177;184,5544;Predator;8;25,1980;24,4842;0,7061;0,9436;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,6229;0;0;0,0000;321;57
178;185,5550;Predator;8;24,8424;24,4842;0,6443;0,9082;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,5072;0;0;0,0000;320;57
179;186,5668;Predator;8;24,5085;24,4842;0,5841;0,8724;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,6476;0;0;0,0000;319;57
180;187,5934;Predator;8;24,1739;24,4842;0,5278;0,8361;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,8320;0;0;0,0000;316;57
181;188,6015;Predator;8;23,8042;24,4842;0,4753;0,8005;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,6017;0;0;0,0000;314;64
182;189,6111;Predator;8;23,4590;24,4842;0,4237;0,7647;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,6206;0;0;0,0000;312;64
183;190,6483;Predator;8;23,1367;24,4842;0,3715;0,7281;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,9644;0;0;0,0000;311;64
184;191,6612;Predator;8;22,7581;24,4842;0,3201;0,6922;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,9290;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,6619;0;0;0,0000;308;64
185;192,6816;Predator;8;21,0615;24,4842;0,2640;0,6562;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;1,2515;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,7539;0;0;4,5168;336;64
186;193,7582;Predator;8;13,7667;24,4842;0,1978;0,6181;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,0000;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,4581;0;1;11,1666;332;71
187;194,8012;Predator;8;13,4882;24,4842;0,1351;0,5812;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,0980;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,0370;0;1;10,7592;330;71
188;195,8550;Predator;8;13,1039;24,4842;0,0705;0,5439;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,0000;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;13,1723;0;1;10,8773;326;78
189;196,8585;Predator;8;11,7058;23,3795;0,0000;0,5084;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,0000;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,5433;0;1;10,4954;321;78
190;197,8918;Predator;8;-1,6495;10,4631;0,0000;0,4719;0,0000;0,4861;0,1109;0,6751;3,0840;1,9290;0,1040;9;2,6605;0,6349;0,8488;0,6334;2,0000;0,4934;0,4867;0,7140;0;12,9164;0;1;10,8986;317;78
